trip_status,ride_hailing_app,customer,trip_type,trip_type_dummy,driver_gender,driver_gender_dummy,country,rub_usd_exchange_rate,price_rub,price_usd,distance_kms,temperature_value,precipitation,precipitation_dummy,price_per_kms_usd,trip_time,trip_time_minutes,time_of_day,Time_of_day_disc,city,If_city_SP
Completed,Gett,stantyan,EconomyFix,0,Male,1,Russia,57.23,116,2.03,3.24,7,rain,0,35.80246914,0.012418981,17, 10:59PM,22,Saint Petersburg,1
Completed,Gett,stantyan,EconomyFix,0,Male,1,Russia,57.41,358,6.24,12.78,7,none,1,28.01251956,0.012430556,17, 10:55PM,22,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.13,142,2.49,4.73,4,none,1,0.526427061,0.012453704,17, 10:56PM,22,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.13,163,2.85,6.61,5,none,1,0.431164902,0.012465278,18, 11:06PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.11,161,2.82,4.89,5,none,1,0.576687117,0.012465278,18, 11:07PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.1,184,3.22,10.12,13,none,1,0.318181818,0.012511574,18, 11:08AM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.38,560,9.93,33.78,9,none,1,0.293960924,0.012511574,18, 11:08PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.38,560,9.93,44.9,13,none,1,0.221158129,0.012523148,18, 11:08PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.52,260,4.6,8.38,15,none,1,0.548926014,0.012534722,18, 11:11PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.52,174,3.08,8.77,16,none,1,0.351197263,0.012581019,18, 11:11PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.57,160,2.83,5.7,14,none,1,0.496491228,0.012627315,18, 11:11PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.57,193,3.41,6.05,14,none,1,0.563636364,0.012673611,18, 11:14PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.64,146,2.58,4.72,5,none,1,0.546610169,0.012673611,18, 11:17PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.64,222,3.92,6.52,5,none,1,0.601226994,0.012685185,18, 11:19PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.63,266,4.7,10.98,11,none,1,0.428051002,0.012685185,18, 11:19PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.63,277,4.89,15.24,13,none,1,0.320866142,0.012731481,18, 11:21PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.52,422,7.47,18.27,15,none,1,0.408866995,0.01275463,18, 11:23PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.52,478,8.46,18.73,17,none,1,0.451681794,0.012777778,18, 11:27PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.08,594.23,10.41,33.57,19,none,1,0.310098302,0.012800926,18, 11:36PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.08,630,11.04,34.97,13,none,1,0.315699171,0.0128125,18, 11:40PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.91,124,2.18,4.02,12,rain,0,0.542288557,0.01287037,18, 11:45PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.91,174,3.06,4.09,12,rain,0,0.748166259,0.012881944,18, 11:46PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.84,203,3.51,9.66,8,none,1,0.363354037,0.012905093,18, 11:47PM,23,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.84,327,5.65,5.71,9,rain,0,0.989492119,0.012916667,18, 11:49PM,23,Moscow,0
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.84,444,7.68,14.18,11,rain,0,0.541607898,0.012928241,18, 11:50PM,23,Moscow,0
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.77,148,2.56,3.91,15,rain,0,0.654731458,0.012939815,18, 11:52PM,23,Moscow,0
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.77,226,3.91,3.51,14,rain,0,1.113960114,0.012939815,18, 11:57PM,23,Moscow,0
Completed,Uber,stantyan,uberSELECT,0,Male,1,Russia,57.77,580,10.04,11.23,20,rain,0,51.64737311,0.012951389,18, 12:02PM,12,Moscow,0
Completed,Uber,stantyan,uberSELECT,0,Male,1,Russia,57.77,468,8.1,7.16,15,rain,0,65.36312849,0.012974537,18, 12:05PM,12,Moscow,0
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.74,173,3,4.73,25,rain,0,0.634249471,0.012997685,18, 12:05PM,12,Moscow,0
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.46,291,4.98,13.33,17,rain,0,0.373593398,0.013032407,18, 12:06PM,12,Moscow,0
Cancelled,Uber,stantyan,uberX,1,Male,1,Russia,58.46,49,0.84,0.01,17,none,1,84,0.013032407,18, 12:06PM,12,Saint Petersburg,1
Cancelled,Uber,stantyan,uberX,1,Male,1,Russia,58.46,50.17,0.86,0.64,17,none,1,1.34375,0.013113426,18, 12:07PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.46,679,11.62,34.49,17,none,1,0.336909249,0.013148148,18, 12:08PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.6,250,4.19,8.82,14,none,1,0.475056689,0.013171296,19, 12:09PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.6,450.18,7.55,11.65,12,none,1,0.64806867,0.01318287,19, 12:09PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.6,114,1.91,2.24,13,none,1,0.852678571,0.01318287,19, 12:10PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Female,0,Russia,59.45,215.09,3.62,8.37,14,none,1,0.432497013,0.013194444,19, 12:10PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.93,242,4.11,8.37,16,none,1,0.491039427,0.013194444,19, 12:11PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.93,262,4.45,9.48,16,none,1,0.469409283,0.013321759,19, 12:13PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.27,203.07,3.43,5.47,19,none,1,0.627056673,0.013321759,19, 12:18PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.27,293,4.94,6.08,19,none,1,0.8125,0.013333333,19, 12:20PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.39,146,2.46,4.54,18,none,1,0.54185022,0.013344907,19, 12:20PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.39,182.05,3.07,6.71,19,none,1,0.45752608,0.013344907,19, 12:20PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.21,218,3.62,8.27,16,none,1,0.437726723,0.01337963,19, 12:21PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.21,222,3.69,10.04,16,none,1,0.36752988,0.01337963,19, 12:21PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.14,89,1.48,1.83,12,none,1,0.808743169,0.013414352,19, 12:26PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.14,101,1.68,1.17,13,none,1,1.435897436,0.013472222,19, 12:27PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.39,193,3.2,7.98,13,none,1,0.401002506,0.013472222,19, 12:28PM,12,Saint Petersburg,1
Completed,Gett,stantyan,EconomyFix,0,Male,1,Russia,59.06,516,8.74,13.48,19,none,1,38.27893175,0.013506944,19, 12:29PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.06,357,6.05,19.33,18,none,1,0.312984997,0.013518519,19, 12:31PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.33,624,10.52,33.68,18,none,1,0.312351544,0.013587963,19, 12:32PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.51,305,5.12,12.86,21,none,1,0.398133748,0.013611111,19, 12:33PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.51,310,5.21,14.76,25,none,1,0.35298103,0.013645833,19, 12:33PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.51,187,3.14,6.66,21,none,1,0.471471471,0.013784722,19, 12:33PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.51,225,3.78,8.63,21,none,1,0.438006952,0.013819444,19, 12:34PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.33,199,3.3,8.1,21,none,1,0.407407407,0.013854167,20, 12:34PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.99,650,10.84,34.13,18,none,1,0.317609142,0.013877315,20, 12:35PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.82,163,2.72,6.84,20,none,1,0.397660819,0.013900463,20, 12:37PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.11,109,1.81,3.85,22,none,1,0.47012987,0.013912037,20, 12:37PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.11,370,6.16,15.26,15,none,1,0.403669725,0.013935185,20, 12:40PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.83,267,4.46,11.47,20,none,1,0.388840453,0.013981481,20, 12:40PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Female,0,Russia,59.83,404,6.75,14.74,24,none,1,0.457937585,0.014050926,20, 12:42PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.83,334,5.58,17.69,25,none,1,0.315432448,0.014050926,20, 12:43PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.83,153,2.56,7.08,21,none,1,0.361581921,0.0140625,20, 12:45PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.83,273,4.56,7.4,20,none,1,0.616216216,0.014074074,20, 12:46AM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.85,305,5.1,15.21,19,none,1,0.33530572,0.014074074,20, 12:46PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.85,257,4.29,14.27,16,none,1,0.300630694,0.014131944,20, 12:46PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.79,274,4.58,13.89,21,none,1,0.329733621,0.014236111,20, 12:47PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberBLACK,0,Male,1,Russia,59.47,1800,30.26,35.99,18,none,1,50.01389275,0.014247685,20, 12:47PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.07,610,10.33,33.99,18,none,1,0.303912916,0.014259259,20, 12:48PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.07,597,10.11,34.6,18,none,1,0.292196532,0.014293981,20, 12:53PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.94,635,10.77,35.1,18,none,1,0.306837607,0.01431713,20, 12:56PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.94,201,3.41,10.27,22,none,1,0.332035054,0.014351852,20, 12:57PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.94,285,4.84,14.63,25,none,1,0.330827068,0.014363426,20, 12:57PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.94,80,1.36,2.16,25,none,1,0.62962963,0.014398148,20, 12:57PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Female,0,Russia,58.94,120,2.04,2.24,25,none,1,0.910714286,0.014467593,20, 12:59PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.94,300,5.09,14.24,23,none,1,0.35744382,0.014490741,20, 12:59PM,12,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.07,107,1.81,3.78,20,none,1,0.478835979,0.014525463,20, 13:58PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberBLACK,0,Male,1,Russia,59.07,1588,26.88,31.64,20,none,1,50.18963338,0.014583333,21, 2:01PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.07,792,13.41,28.86,18,none,1,0.464656965,0.014664352,21, 2:01PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.11,610,10.32,34.01,16,none,1,0.303440165,0.014722222,21, 2:03PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.48,632,11,38.42,19,none,1,0.286309214,0.01474537,21, 2:05PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.77,161,2.79,6.41,13,none,1,0.43525741,0.014803241,21, 2:05PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.77,203.07,3.51,8.53,14,none,1,0.411488863,0.014814815,21, 2:09PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.33,638,11.13,34.07,14,none,1,0.326680364,0.014826389,21, 2:15PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.94,220,3.8,8.03,15,none,1,0.473225405,0.01494213,21, 2:17PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.53,218,3.79,5.15,12,none,1,0.73592233,0.014953704,21, 2:18PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.53,160,2.78,6.55,17,none,1,0.424427481,0.014965278,21, 2:18PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.53,206,3.58,8.58,15,none,1,0.417249417,0.014988426,21, 2:18PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.53,293,5.09,9.66,11,none,1,0.526915114,0.015081019,21, 2:19PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.48,220,3.83,8.06,4,none,1,0.475186104,0.015081019,21, 2:19PM,14,Saint Petersburg,1
Completed,Gett,stantyan,Business,0,Male,1,Russia,57.48,825,14.35,9.3,2,none,1,88.70967742,0.015138889,21, 2:19PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.75,209,3.62,9.72,-1,none,1,0.372427984,0.015231481,22, 2:22PM,14,Saint Petersburg,1
Completed,Gett,stantyan,Business,0,Male,1,Russia,57.75,1189,20.59,11.1,-1,none,1,107.1171171,0.015231481,22, 2:24PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.24,167,2.87,5.65,0,none,1,0.507964602,0.015347222,22, 2:26PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.24,195,3.35,8.11,-1,none,1,0.413070284,0.015381944,22, 2:27PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Female,0,Russia,59.19,162,2.74,6.68,5,none,1,0.410179641,0.015405093,22, 2:29PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.19,265,4.48,8.93,5,none,1,0.501679731,0.015486111,22, 2:32PM,14,Saint Petersburg,1
Completed,Gett,stantyan,EconomyFix,0,Male,1,Russia,60.34,590,9.78,28,1,none,1,21.07142857,0.01556713,22, 2:34PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,60.34,857,14.2,42.71,1,none,1,0.33247483,0.015601852,22, 2:34PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.7,312,5.23,8.11,2,none,1,0.644882861,0.015613426,22, 2:34PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.7,201,3.37,9.56,2,none,1,0.35251046,0.015636574,22, 2:35PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.96,202,3.43,10.7,5,none,1,0.320560748,0.015671296,22, 2:38PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.17,163,2.75,4.84,1,none,1,0.568181818,0.01599537,23, 2:41PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.17,113,1.91,4.02,1,none,1,0.475124378,0.01599537,23, 2:42PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.17,214,3.62,7.26,1,none,1,0.49862259,0.016006944,23, 2:44PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.42,249,4.26,11.28,0,none,1,0.377659574,0.016006944,23, 2:44PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.46,114,1.95,3.77,-3,none,1,0.517241379,0.016122685,23, 2:44PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.46,224,3.83,9.16,-4,none,1,0.418122271,0.016180556,23, 2:45PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.46,234,4,10.3,-3,none,1,0.388349515,0.01619213,23, 2:49PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.46,251,4.29,5.86,-3,none,1,0.732081911,0.01619213,23, 2:51PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,255,4.37,8.03,1,none,1,0.544209215,0.016203704,23, 2:52PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,479,8.2,14.55,1,none,1,0.563573883,0.016215278,23, 2:59PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,607.55,10.4,32.67,2,none,1,0.318334864,0.01625,23, 2:59PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,643,11.01,34.04,1,none,1,0.323443008,0.01625,23, 2:59PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,678,11.61,34.55,1,none,1,0.336034732,0.016261574,23, 2:59PM,14,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,639,10.94,34.83,1,none,1,0.314097043,0.016365741,23, 3:00PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,101,1.73,1.72,3,none,1,1.005813953,0.016388889,23, 3:01PM,15,Saint Petersburg,1
Completed,Gett,stantyan,EconomyFix,0,Male,1,Russia,58.39,110,1.88,1.58,2,none,1,69.62025316,0.016435185,23, 3:03PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,117,2,1.29,3,none,1,1.550387597,0.016446759,23, 3:04PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,103,1.76,1.45,3,none,1,1.213793103,0.016481481,23, 3:06PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,80,1.37,1.38,3,none,1,0.992753623,0.016539352,23, 3:06PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,110.82,1.9,3.22,2,none,1,0.590062112,0.016539352,23, 3:10PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,139,2.38,1.88,2,none,1,1.265957447,0.016550926,23, 3:15PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,419.63,7.19,13.44,2,none,1,0.534970238,0.016574074,23, 3:18PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,757.11,12.97,21.6,2,none,1,0.600462963,0.016585648,23, 3:20PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,241,4.13,12.47,3,none,1,0.331194868,0.01662037,24, 3:21PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.39,256,4.38,13.99,2,none,1,0.313080772,0.016631944,24, 3:23PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.44,346,5.92,20.55,1,none,1,0.288077859,0.016643519,24, 3:25PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.44,246,4.21,9.67,1,none,1,0.435367115,0.016724537,24, 3:28PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.44,378,6.47,21.29,2,none,1,0.303898544,0.016747685,24, 3:28PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.44,282,4.83,9.7,1,none,1,0.497938144,0.016747685,24, 3:28PM,15,Saint Petersburg,1
Completed,Gett,stantyan,EconomyFix,0,Male,1,Russia,58.44,188,3.22,6,1,none,1,31.33333333,0.016782407,24, 3:30PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberBLACK,0,Male,1,Russia,58.44,662,11.33,12.12,1,none,1,54.62046205,0.016782407,24, 3:35PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.33,331,5.67,10.25,1,none,1,0.553170732,0.01681713,24, 3:35PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.33,173,2.97,5.87,1,none,1,0.505962521,0.016898148,24, 3:36PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.33,214,3.67,8.29,1,none,1,0.442702051,0.016921296,24, 3:39PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.33,234,4.01,8.82,1,none,1,0.454648526,0.017013889,24, 3:41PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.38,339,5.81,14.58,1,none,1,0.398491084,0.017071759,24, 3:41PM,15,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,58.38,368,6.3,14.66,1,none,1,0.429740791,0.017071759,24, 3:42PM,15,Saint Petersburg,1
Completed,Gett,stantyan,EconomyFix,0,Male,1,Russia,58.38,525,8.99,16.63,0,none,1,31.5694528,0.017141204,24, 3:43PM,15,Saint Petersburg,1
